"","Id","SalePrice","OverallQual","GrLivArea","GarageCars","ExterQual","GarageArea","TotalBsmtSF","X1stFlrSF","KitchenQual","BsmtQual","FullBath","GarageFinish","TotRmsAbvGrd","YearBuilt","FireplaceQu","YearRemodAdd","GarageYrBlt","MasVnrArea","Fireplaces","HeatingQC","BsmtFinSF1","GarageType_NoGarage","GarageType_2Types","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","Foundation_PConc","Foundation_CBlock","Foundation_BrkTil","Foundation_Wood","Foundation_Slab","Foundation_Stone","BsmtExposure","LotFrontage","WoodDeckSF","X2ndFlrSF","OpenPorchSF","BsmtFinType1","HalfBath","GarageQual","LotArea","GarageCond","LotShape_Reg","LotShape_IR1","LotShape_IR2","LotShape_IR3"
"782",782,175900,0.555555555555556,0.239073097211756,0.5,0.5,0.34132581100141,0.124549918166939,0.109224414869206,0.5,0.8,0.666666666666667,0.66,0.416666666666667,1992,0,0.7,0.836363636363636,0,0,4,0.0685683912119064,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0,0,4,0,3,0.0516620595135776,3,0,1,0,0
"783",783,187100,0.666666666666667,0.206480783722683,0.5,0.5,0.426657263751763,0.23126022913257,0.251491509866911,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2001,0,0.866666666666667,0.918181818181818,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0.395641646489104,0.217550274223035,4,1,3,0.0727543032358475,3,0,1,0,0
"784",784,165500,0.444444444444444,0.14619442351168,0.5,1,0.424541607898449,0.179541734860884,0.17806333180358,0.5,0.8,0.333333333333333,1,0.166666666666667,1978,3,0.466666666666667,0.709090909090909,0.065,1,4,0.194365698086464,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0.431738623103851,0.353510895883777,0.127970749542962,4,1,3,0.0439173964552022,3,0,1,0,0
"785",785,128000,0.555555555555556,0.216654107008289,0,1,0,0.121440261865794,0.093620927030748,1,1,0.666666666666667,0,0.583333333333333,1914,4,0.85,0.713692398971586,0,1,4,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.223801783923408,0,0,0,4,0,3,0.0456177843852354,3,0,1,0,0
"786",786,161500,0.555555555555556,0.189902034664657,0.5,1,0.32228490832158,0.224549918166939,0.231298760899495,1,1,0.666666666666667,0.33,0.416666666666667,1967,4,0.283333333333333,0.609090909090909,0,1,2,0.0444720056697378,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.223801783923408,0.184364060676779,0,0,4,0,3,0.0573393110176775,3,0,1,0,0
"787",787,139000,0.444444444444444,0.248304446119066,0.25,1,0.293370944992948,0.11227495908347,0.14502065167508,1,0.4,0.666666666666667,0.33,0.416666666666667,1915,0,0,0.554545454545455,0,0,2,0.121545003543586,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.223801783923408,0,0,0.0731261425959781,4,0,3,0.0817672884387558,3,0,1,0,0
"788",788,233000,0.666666666666667,0.329691032403919,0.5,0.5,0.435825105782793,0.156464811783961,0.142726021110601,0.5,0.8,0.666666666666667,0.66,0.5,2004,0,0.9,0.945454545454545,0,0,4,0.116229624379872,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0,0.138939670932358,4,1,3,0.044135752282283,3,0,1,0,0
"789",789,107900,0.333333333333333,0.10681989449887,0.25,1,0.198166431593794,0.14746317512275,0.130105553005966,1,1,0.333333333333333,0.33,0.166666666666667,1954,0,0.833333333333333,0.490909090909091,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.223801783923408,0.14002333722287,0,0.142595978062157,4,0,3,0.0464168737949778,3,0,1,0,0
"790",790,187500,0.555555555555556,0.330256217030897,0.5,1,0.31311706629055,0.136170212765957,0.147315282239559,0.5,1,0.666666666666667,1,0.583333333333333,1966,0,0.95,0.6,0.098125,0,3,0.100637845499646,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.223801783923408,0.252042007001167,0,0,4,0,3,0.0591651374015657,3,0,1,0,0
"791",791,160200,0.666666666666667,0.152788244159759,0.5,0.5,0.279971791255289,0.187397708674304,0.186094538779257,0.5,0.8,0.666666666666667,1,0.25,2005,4,0.933333333333333,0.954545454545455,0.006875,1,4,0.00283486888731396,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0.543757292882147,0,0,4,1,3,0.0536737206439174,3,0,1,0,0
"792",792,146800,0.555555555555556,0.13715146948003,0.5,1,0.380112834978843,0.168412438625205,0.16704910509408,1,0.8,0.333333333333333,0.66,0.25,1976,3,0.433333333333333,0.690909090909091,0,2,2,0.0954996456413891,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0.252042007001167,0,0.20109689213894,4,0,3,0.0677599944249576,3,0,1,0,0
"793",793,269790,0.666666666666667,0.316314996232102,0.5,0.5,0.320874471086037,0.182815057283142,0.181964203763194,1,0.8,0.666666666666667,0.33,0.5,1996,3,0.783333333333333,0.881818181818182,0,1,4,0.15272856130404,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0,0,4,0,3,0.0530790494552719,3,0,1,0,0
"794",794,225000,0.777777777777778,0.218914845516202,0.5,0.5,0.334273624823695,0.244844517184943,0.266636071592474,0.5,0.8,0.666666666666667,1,0.416666666666667,2007,0,0.95,0.972727272727273,0.0875,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0.325423728813559,0,4,0,3,0.0564705335780157,3,0,1,0,0
"795",795,194500,0.666666666666667,0.294084400904295,0.5,0.5,0.288434414668547,0.116530278232406,0.17255621844883,0.5,0.8,0.666666666666667,1,0.416666666666667,1994,3,0.766666666666667,0.854545454545454,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0,0,4,0,3,0.0406513507863133,3,0,1,0,0
"796",796,171000,0.555555555555556,0.23172569706104,0.5,1,0.335684062059238,0.106382978723404,0.127122533272143,1,0.8,0.666666666666667,0.33,0.416666666666667,1980,3,0.516666666666667,0.727272727272727,0.08125,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.223801783923408,0,0.426150121065375,0.0786106032906764,4,1,3,0.0459940997468002,3,1,0,0,0
"797",797,143500,0.555555555555556,0.179163526752072,0.5,1,0.372355430183357,0.108019639934534,0.218219366681964,1,1,0.333333333333333,0.66,0.416666666666667,1977,3,0.45,0.7,0.0925,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.223801783923408,0.14002333722287,0.264406779661017,0.175502742230347,4,1,3,0.00917094473739227,3,1,0,0,0
"798",798,110000,0.444444444444444,0.0827053504144687,0.25,1,0.169252468265162,0.126513911620295,0.100734281780633,1,1,0.333333333333333,0.33,0.166666666666667,1953,0,0.05,0.481818181818182,0,0,3,0.10099220411056,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.223801783923408,0.126021003500583,0,0,4,0,3,0.0686566470765871,3,0,1,0,0
"799",799,485000,0.888888888888889,0.528636021100226,0.75,1,0.578279266572638,0.315220949263502,0.374483708122992,1,1,1,1,0.75,2008,4,0.983333333333333,0.990909090909091,0.5375,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.223801783923408,0.210035005834306,0,0,4,0,3,0.0628400195126484,3,0,1,0,0
"800",800,175000,0.444444444444444,0.270158251695554,0.25,1,0.169252468265162,0.119639934533552,0.148462597521799,0.5,0.8,0.333333333333333,0.33,0.416666666666667,1937,3,0,0.354545454545455,0.1575,2,4,0.100815024805103,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.223801783923408,0.343057176196033,0.319612590799031,0.212065813528336,4,1,3,0.0600989570024855,3,0,1,0,0
"801",801,200000,0.555555555555556,0.255086661642803,0.5,1,0.42524682651622,0.100818330605565,0.0647085819183112,0.5,0.8,0.666666666666667,0.66,0.5,1997,0,0.783333333333333,0.881818181818182,0,0,3,0.0818568391211906,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223801783923408,0,0.358837772397094,0,4,0,3,0.0348440149596971,3,0,1,0,0
"802",802,109900,0.333333333333333,0.162396382818387,0.5,1,0.310296191819464,0.195744680851064,0.1977971546581,1,1,0.333333333333333,0.33,0.25,1916,0,0.666666666666667,0.518181818181818,0,0,4,0.0349043231750532,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.223801783923408,0,0,0,4,0,3,0.0582870682245813,3,0,1,0,0
"803",803,189000,0.666666666666667,0.211379050489827,0.5,0.5,0.289139633286319,0.119148936170213,0.0904084442404773,0.5,0.8,0.666666666666667,1,0.416666666666667,2005,4,0.916666666666667,0.954545454545455,0,1,4,0.114812189936215,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.191693290734824,0.25904317386231,0,0.0585009140767824,4,0,3,0.0334502543613092,3,1,0,0,0
"804",804,582933,0.888888888888889,0.468726450640543,0.75,1,0.719322990126939,0.28379705400982,0.321248279027077,1,1,1,0.66,0.833333333333333,2008,4,0.983333333333333,0.990909090909091,0.265,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0.303514376996805,0,0,0.127970749542962,4,0,3,0.0565959720318707,3,1,0,0,0
"805",805,118000,0.444444444444444,0.149585531273549,0.25,1,0.201692524682652,0.153191489361702,0.182193666819642,1,1,0.333333333333333,0.33,0.25,1954,0,0.0666666666666667,0.490909090909091,0,0,2,0.143869596031184,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.287539936102236,0,0,0,4,0,3,0.0731724314153639,3,1,0,0,0
"806",806,227680,0.666666666666667,0.206103993971364,0.5,0.5,0.390691114245416,0.231914893617021,0.251032583754016,1,0.8,0.666666666666667,0.66,0.333333333333333,2008,0,0.966666666666667,0.981818181818182,0.16,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.249201277955272,0,0.60726392251816,0,4,1,3,0.0565309298706126,3,1,0,0,0
"807",807,135500,0.444444444444444,0.121703089675961,0.25,1,0.27080394922426,0.160392798690671,0.148233134465351,1,1,0.666666666666667,1,0.333333333333333,1967,0,0.283333333333333,0.609090909090909,0,0,3,0.070871722182849,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.23961661341853,0,0,0,4,1,3,0.0540082231875305,3,1,0,0,0
"808",808,223500,0.444444444444444,0.233986435568953,0.5,1,0.372355430183357,0.216693944353519,0.169343735658559,0.5,1,0.333333333333333,0.66,0.333333333333333,1923,3,0.9,0.209090909090909,0,1,4,0.231927710843373,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.204472843450479,0,0,0,4,0,3,0.0404748077771841,3,0,1,0,0
"809",809,159950,0.444444444444444,0.141672946495855,0.5,1,0.34132581100141,0.16759410801964,0.17255621844883,1,1,0.333333333333333,0.66,0.333333333333333,1966,4,0.266666666666667,0.6,0.654375,1,2,0.0914245216158753,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.329073482428115,0.0840140023337223,0.588377723970944,0.351005484460695,4,1,3,0.0609770261794699,3,0,1,0,0
"810",810,106000,0.444444444444444,0.339864355689525,0.5,1,0.253878702397743,0.138952536824877,0.170032124827903,1,1,0.666666666666667,0.33,0.75,1898,0,0.25,0.0909090909090909,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0.223801783923408,0,0,0,4,0,3,0.0593370345420335,3,0,1,0,0
"811",811,181000,0.555555555555556,0.183685003767898,0.5,1,0.34132581100141,0.170212765957447,0.223726480036714,0.5,1,0.333333333333333,0.66,0.25,1974,2,0.816666666666667,0.672727272727273,0.061875,1,1,0.117469879518072,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.223801783923408,0,0.553026634382567,0.118829981718464,4,1,3,0.0512392854653999,3,0,1,0,0
"812",812,144500,0.555555555555556,0.0968349660889224,0.5,0.5,0.296191819464034,0.138788870703764,0.117944011014227,0.5,0.8,0.333333333333333,1,0.166666666666667,2004,4,0.9,0.945454545454545,0.105625,1,4,0.117292700212615,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.223801783923408,0.596266044340724,0,0.212065813528336,4,0,3,0.0617157192966155,3,1,0,0,0
"813",813,55993,0.444444444444444,0.133760361718161,0.5,0,0.355430183356841,0.088379705400982,0.162918770078017,0,1,0.333333333333333,0.33,0.166666666666667,1952,0,0.0333333333333333,0.472727272727273,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.223801783923408,0,0,0.106032906764168,4,1,3,0.0511045552742224,3,0,1,0,0
"814",814,157900,0.555555555555556,0.208741522230595,0.25,1,0.212270803949224,0.236006546644845,0.254245066544286,1,1,0.333333333333333,0.66,0.416666666666667,1958,0,0.133333333333333,0.527272727272727,0.151875,0,3,0.107725017717931,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.223801783923408,0.280046674445741,0,0.0585009140767824,4,0,3,0.073729935654719,3,0,1,0,0
"815",815,116000,0.444444444444444,0.172569706103994,0.25,1,0.197461212976023,0.11227495908347,0.080770995869665,0,1,0.333333333333333,0.33,0.416666666666667,1918,0,0,0.5,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.223801783923408,0,0,0.076782449725777,4,1,3,0.0600478524472113,3,0,1,0,0
"816",816,224900,0.666666666666667,0.25,0.5,1,0.421720733427362,0.269885433715221,0.304497475906379,0.5,0.8,0.666666666666667,0.66,0.333333333333333,1998,0,0.8,0.890909090909091,0.27625,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.383386581469649,0,0,0,4,1,3,0.0481126158563497,3,1,0,0,0
"817",817,137000,0.444444444444444,0.126978146194424,0.25,1,0.193935119887165,0.164975450081833,0.154658100045893,1,1,0.333333333333333,0.66,0.166666666666667,1954,4,0.0666666666666667,0.490909090909091,0,1,3,0.0861091424521616,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.159744408945687,0,0,0,4,0,3,0.0232293433064647,3,1,0,0,0
"818",818,271000,0.777777777777778,0.255275056518463,0.75,0.5,0.604372355430183,0.256628477905074,0.310922441486921,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2002,4,0.866666666666667,0.927272727272727,0.0925,2,4,0.215804394046775,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.293929712460064,0.196032672112019,0,0,4,0,3,0.0321958698227601,3,0,1,0,0
"819",819,155000,0.555555555555556,0.135267520723436,0.5,1,0.310296191819464,0.165302782324059,0.164754474529601,1,1,0.333333333333333,0.33,0.333333333333333,1971,0,0.35,0.645454545454546,0.05,0,3,0.0892983699503898,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.217252396166134,0.0513418903150525,0,0,4,0,3,0.0444656089572348,3,1,0,0,0
"820",820,224000,0.666666666666667,0.192916352675207,0.5,0.5,0.34132581100141,0.222258592471358,0.234970169802662,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2009,4,1,1,0.08,1,4,0.129872430900071,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.255591054313099,0,0,0,4,0,3,0.0446003391484123,3,1,0,0,0
"821",821,183000,0.666666666666667,0.246043707611153,0.5,0.5,0.419605077574048,0.130605564648118,0.106470858191831,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2003,0,0.883333333333333,0.936363636363636,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.287539936102236,0,0,0,4,0,3,0.046514437036865,3,1,0,0,0
"822",822,93000,0.333333333333333,0.113413715146948,0.5,0,0.406205923836389,0.153191489361702,0.138136759981643,1,0.4,0.333333333333333,0.33,0.166666666666667,1953,0,0.05,0.672727272727273,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0.115015974440895,0,0,0,4,0,3,0.0721178192292504,3,0,1,0,0
"823",823,225000,0.666666666666667,0.263564431047476,0.5,0.5,0.305359661495063,0.138625204582651,0.117714547957779,0.5,0.8,0.666666666666667,1,0.416666666666667,2003,4,0.883333333333333,0.936363636363636,0,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.159744408945687,0,0,0,4,0,3,0.0418128179516365,3,1,0,0,0
"824",824,139500,0.555555555555556,0.217596081386586,0.25,1,0.169252468265162,0.127332242225859,0.139972464433226,1,1,0.666666666666667,0.33,0.416666666666667,1940,4,0,0.363636363636364,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.220447284345048,0.175029171528588,0,0.131627056672761,4,0,3,0.0474110896884945,3,0,1,0,0
"825",825,232600,0.777777777777778,0.217596081386586,0.5,0.5,0.547249647390691,0.243698854337152,0.265029830197338,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2006,4,0.933333333333333,0.963636363636364,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.223642172523962,0.415402567094516,0,0,4,1,3,0.0390252967548607,3,1,0,0,0
"826",826,385000,1,0.329691032403919,0.75,1,0.860366713681241,0.340098199672668,0.401560348783846,1,1,0.666666666666667,1,0.416666666666667,2007,4,0.966666666666667,0.972727272727273,0.51,1,4,0.289865343727853,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.153354632587859,0,0,0.478976234003656,4,0,3,0.0494088132128505,3,0,0,1,0
"827",827,109500,0.444444444444444,0.0847776940467219,0,1,0,0.128314238952537,0.10325837540156,0.5,1,0.333333333333333,0,0.25,1924,0,0,0.713692398971586,0,0,3,0.138908575478384,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,0.255591054313099,0,0,0.0511882998171846,4,0,3,0.0446003391484123,3,1,0,0,0
"828",828,189000,0.666666666666667,0.20723436322532,0.5,0.5,0.371650211565585,0.2379705400982,0.252409362092703,0.5,0.8,0.666666666666667,0.66,0.333333333333333,2001,3,0.85,0.918181818181818,0,1,4,0.00354358610914245,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.223801783923408,0.191365227537923,0,0,4,0,3,0.0412785430555878,3,0,1,0,0
"829",829,185000,0.444444444444444,0.337603617181613,0.5,1,0.379407616361072,0.165793780687398,0.189536484625975,1,1,0.666666666666667,1,0.416666666666667,1967,0,0.283333333333333,0.609090909090909,0,0,2,0.0441176470588235,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0.223801783923408,0.512252042007001,0,0,4,0,3,0.150818834351553,3,1,0,0,0
"830",830,147400,0.666666666666667,0.167483044461191,0.5,0.5,0.338504936530324,0.0981996726677578,0.0426801284993116,0.5,0.8,0.666666666666667,0.66,0.166666666666667,2005,0,0.916666666666667,0.954545454545455,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0.223801783923408,0,0,0,4,0,3,0.265743687425956,3,0,1,0,0
"831",831,166000,0.555555555555556,0.199321778447626,0.5,1,0.322990126939351,0.227823240589198,0.242771913721891,1,1,0.333333333333333,0.66,0.333333333333333,1957,4,0.116666666666667,0.518181818181818,0.241875,2,2,0.184266477675408,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0.150159744408946,0.336056009334889,0,0.471663619744059,4,0,3,0.0758252224209622,3,0,1,0,0
"832",832,151000,0.666666666666667,0.163149962321025,0.5,1,0.338504936530324,0.0981996726677578,0.0426801284993116,0.5,0.8,0.666666666666667,0.66,0.166666666666667,2005,0,0.916666666666667,0.954545454545455,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0.36741214057508,0,0,0.190127970749543,4,1,3,0.0785384097191572,3,1,0,0,0
"833",833,237000,0.666666666666667,0.281650339110776,0.5,0.5,0.432299012693935,0.154009819967267,0.139284075263883,0.5,0.8,0.666666666666667,0.66,0.416666666666667,2003,3,0.883333333333333,0.936363636363636,0.139375,1,4,0.0855776045357902,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0.450479233226837,0.245040840140023,0,0.113345521023766,4,0,3,0.147599247369277,3,0,1,0,0
"834",834,167000,0.555555555555556,0.22268274302939,0.5,1,0.332863187588152,0.248117839607201,0.271225332721432,1,1,0.333333333333333,0.66,0.333333333333333,1964,0,0.233333333333333,0.581818181818182,0.1125,0,2,0.034727143869596,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0.255591054313099,0.278879813302217,0.402421307506053,0.076782449725777,4,1,3,0.0453436781342191,3,1,0,0,0
"835",835,139950,0.444444444444444,0.152599849284099,0.5,1,0.321579689703808,0.187234042553191,0.185865075722809,1,1,0.333333333333333,0.33,0.333333333333333,1961,0,0.183333333333333,0.554545454545455,0.085,0,3,0.101346562721474,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0.223801783923408,0.477246207701284,0,0,4,0,3,0.0627192269274548,3,1,0,0,0
"836",836,128000,0.333333333333333,0.138093443858327,0.5,1,0.307475317348378,0.174631751227496,0.168196420376319,0.5,0.8,0.666666666666667,0.33,0.166666666666667,1950,0,0.75,0.872727272727273,0,0,2,0.0783132530120482,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0.223801783923408,0.261376896149358,0,0.250457038391225,4,0,3,0.24728565123464,3,0,1,0,0
"837",837,153500,0.444444444444444,0.230783722682743,0.5,1,0.572637517630465,0.255155482815057,0.281092244148692,1,1,0.333333333333333,0.33,0.25,1948,0,0.383333333333333,0.436363636363636,0,0,3,0.0598866052445074,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.191693290734824,0,0.366101694915254,0.0639853747714808,5,0,3,0.0443680457153476,3,0,1,0,0
"838",838,100000,0.555555555555556,0.123021853805576,0.25,1,0.186177715091678,0.079050736497545,0.0341899954107389,1,1,0.333333333333333,0.33,0.25,1973,0,0.383333333333333,0.663636363636364,0.09875,0,2,0.0584691708008505,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.223642172523962,0,0,0,5,0,3,0.0369114265139725,3,1,0,0,0
"839",839,144000,0.444444444444444,0.144122079879427,0.25,1,0.248236953455571,0.17986906710311,0.175539238182653,0.5,0.8,0.333333333333333,0.33,0.333333333333333,1995,0,0.933333333333333,0.9,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.191693290734824,0,0,0.0914076782449726,5,0,3,0.0331436270296639,3,1,0,0,0
"840",840,130500,0.444444444444444,0.163149962321025,0.25,1,0.169252468265162,0.12569558101473,0.0995869664983938,1,1,0.333333333333333,0.33,0.333333333333333,1946,0,0.75,0.418181818181818,0,0,4,0.0623671155209072,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.201277955271566,0,0,0.0914076782449726,5,1,3,0.0607307951404214,3,1,0,0,0
"841",841,140000,0.555555555555556,0.216277317256971,0.25,1,0.282087447108604,0.109983633387889,0.109224414869206,0,1,0.666666666666667,0.33,0.416666666666667,1925,0,0,0.309090909090909,0,0,2,0.0276399716513111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.220447284345048,0,0,0,5,0,3,0.0353039559571651,3,1,0,0,0
"842",842,157500,0.444444444444444,0.227015825169555,0.5,1,0.483779971791255,0.106382978723404,0.143184947223497,0.5,1,0.666666666666667,0.33,0.5,1904,1,0.866666666666667,0.754545454545455,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.271565495207668,0,0,0,5,0,3,0.047387860345188,3,1,0,0,0
"843",843,174900,0.555555555555556,0.156556141672946,0.5,1,0.34555712270804,0.184451718494272,0.190683799908215,1,1,0.333333333333333,0.66,0.333333333333333,1966,0,0.266666666666667,0.6,0.114375,0,2,0.0552799433026223,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.255591054313099,0,0,0,5,0,3,0.0620688053148737,3,0,1,0,0
"844",844,141000,0.444444444444444,0.276186887716654,0,1,0,0.294599018003273,0.336392840752639,1,1,0.666666666666667,0,0.666666666666667,1961,0,0.183333333333333,0.713692398971586,0,0,4,0,1,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0.159744408945687,0,0,0,5,0,3,0.0278752119677577,3,1,0,0,0
"845",845,153900,0.444444444444444,0.203843255463451,0.75,1,0.507757404795487,0.143371522094926,0.124368976594768,1,1,0.333333333333333,0.33,0.416666666666667,1915,4,0,0.445454545454545,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.194888178913738,0.261376896149358,0.428087167070218,0,5,1,3,0.0337243606123255,3,0,1,0,0
"846",846,171000,0.444444444444444,0.257535795026375,0.5,1,0.430888575458392,0.227495908346972,0.313675998164296,1,0.8,0.666666666666667,1,0.333333333333333,1975,3,0.516666666666667,0.681818181818182,0,2,2,0.2462792345854,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.255591054313099,0,0,0.036563071297989,5,1,3,0.0473739227392042,3,0,1,0,0
"847",847,213000,0.666666666666667,0.27147701582517,0.5,0.5,0.299717912552891,0.121112929623568,0.154199173932997,0.5,0.8,0.666666666666667,0.33,0.416666666666667,1993,3,0.716666666666667,0.845454545454545,0.085625,1,4,0.0908929836995039,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.150159744408946,0.224037339556593,0,0,5,0,3,0.0576831052986132,3,0,1,0,0
"848",848,133500,0.444444444444444,0.0998492840994725,0.25,1,0.23836389280677,0.141407528641571,0.121615419917393,1,1,0.333333333333333,0.33,0.25,1972,2,0.366666666666667,0.654545454545455,0,1,4,0.0815024805102764,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0766773162939297,0.101516919486581,0.291041162227603,0,5,1,3,0.0105925805477479,3,1,0,0,0
"849",849,240000,0.555555555555556,0.381311228334589,0.5,1,0.253878702397743,0.148445171849427,0.223267553923818,1,1,1,0.33,0.666666666666667,1908,4,0.783333333333333,0.0727272727272727,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.23961661341853,0.277712952158693,0,0.151736745886654,5,0,3,0.0470394201955911,3,1,0,0,0
"850",850,187000,0.555555555555556,0.28654860587792,0.5,0.5,0.361071932299013,0.0864157119476268,0.174391922900413,1,1,0.666666666666667,0.66,0.416666666666667,1976,3,0.733333333333333,0.690909090909091,0.225,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.137380191693291,0.261376896149358,0,0,5,0,3,0.0630351459964227,3,0,0,1,0
"851",851,131500,0.555555555555556,0.0968349660889224,0.5,0.5,0.296191819464034,0.138788870703764,0.117944011014227,0.5,0.8,0.333333333333333,1,0.0833333333333333,2003,0,0.883333333333333,0.936363636363636,0.10625,0,4,0.116761162296244,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.271565495207668,0.243873978996499,0.358837772397094,0.380255941499086,5,1,3,0.0533113428883365,3,1,0,0,0
"852",852,215000,0.777777777777778,0.211379050489827,0.5,0.5,0.282087447108604,0.208346972176759,0.257457549334557,0.5,0.8,0.666666666666667,1,0.416666666666667,2003,3,0.883333333333333,0.936363636363636,0.025,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.223642172523962,0.252042007001167,0,0,5,0,3,0.0487816209435759,3,1,0,0,0
"853",853,164000,0.666666666666667,0.247174076865109,0.25,1,0.169252468265162,0.150245499181669,0.134006424965581,1,1,0.666666666666667,0.33,0.416666666666667,1941,4,0,0.372727272727273,0,2,3,0.0644932671863926,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.223642172523962,0,0,0,5,0,3,0.0395874468628772,3,1,0,0,0
"854",854,158000,0.555555555555556,0.209306706857573,0.5,1,0.454866008462623,0.184451718494272,0.25493345571363,1,1,0.333333333333333,0.66,0.416666666666667,1964,2,0.233333333333333,0.581818181818182,0.071875,1,2,0.0999291282778172,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0670926517571885,0,0.24406779661017,0,5,1,3,0.00780505935097215,3,1,0,0,0
