"","OverallQual","YearBuilt","TotalBsmtSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageCars","GarageArea","Fireplaces","GarageYrBlt","MasVnrArea","X1stFlrSF","SalePrice"
"809",5,1966,1024,1086,1,6,2,484,1,1966,1047,1086,159950
"810",5,1898,849,2138,2,11,2,360,0,1910,0,1075,106000
"811",6,1974,1040,1309,1,5,2,484,1,1974,99,1309,181000
"812",6,2004,848,848,1,4,2,420,1,2004,169,848,144500
"813",5,1952,540,1044,1,4,2,504,0,1952,0,1044,55993
"814",6,1958,1442,1442,1,7,1,301,0,1958,243,1442,157900
"815",5,1918,686,1250,1,7,1,280,0,1955,0,686,116000
"816",7,1998,1649,1661,2,6,2,598,0,1998,442,1661,224900
"817",5,1954,1008,1008,1,4,1,275,1,1954,0,1008,137000
"818",8,2002,1568,1689,2,7,3,857,2,2002,148,1689,271000
"819",6,1971,1010,1052,1,6,2,440,0,1971,80,1052,155000
"820",7,2009,1358,1358,2,6,2,484,1,2010,128,1358,224000
"821",7,2003,798,1640,2,6,2,595,0,2003,0,798,183000
"822",4,1953,936,936,1,4,2,576,0,1974,0,936,93000
"823",7,2003,847,1733,2,7,2,433,1,2003,0,847,225000
"824",6,1940,778,1489,2,7,1,240,1,1940,0,944,139500
"825",8,2006,1489,1489,2,7,2,776,1,2006,0,1489,232600
"826",10,2007,2078,2084,2,7,3,1220,1,2007,816,2084,385000
"827",5,1924,784,784,1,5,0,0,0,1978.50616388687,0,784,109500
"828",7,2001,1454,1434,2,6,2,527,1,2001,0,1434,189000
"829",5,1967,1013,2126,2,7,2,538,0,1967,0,1160,185000
"830",7,2005,600,1223,2,4,2,480,0,2005,0,520,147400
"831",6,1957,1392,1392,1,6,2,458,2,1957,387,1392,166000
"832",7,2005,600,1200,2,4,2,480,0,2005,0,520,151000
"833",7,2003,941,1829,2,7,2,613,1,2003,223,941,237000
"834",6,1964,1516,1516,1,6,2,472,0,1964,180,1516,167000
"835",5,1961,1144,1144,1,6,2,456,0,1961,136,1144,139950
"836",4,1950,1067,1067,2,4,2,436,0,1996,0,1067,128000
"837",5,1948,1559,1559,1,5,2,812,0,1948,0,1559,153500
"838",6,1973,483,987,1,5,1,264,0,1973,158,483,100000
"839",5,1995,1099,1099,1,6,1,352,0,1999,0,1099,144000
"840",5,1946,768,1200,1,6,1,240,0,1946,0,768,130500
"841",6,1925,672,1482,2,7,1,400,0,1934,0,810,140000
"842",5,1904,650,1539,2,8,2,686,1,1983,0,958,157500
"843",6,1966,1127,1165,1,6,2,490,0,1966,183,1165,174900
"844",5,1961,1800,1800,2,10,0,0,0,1978.50616388687,0,1800,141000
"845",5,1915,876,1416,1,7,3,720,1,1949,0,876,153900
"846",5,1975,1390,1701,2,6,2,611,2,1975,0,1701,171000
"847",7,1993,740,1775,2,7,2,425,1,1993,137,1006,213000
"848",5,1972,864,864,1,5,1,338,1,1972,0,864,133500
"849",6,1908,907,2358,3,10,2,360,1,1908,0,1307,240000
"850",6,1976,528,1855,2,7,2,512,1,1976,360,1094,187000
"851",6,2003,848,848,1,3,2,420,0,2003,170,848,131500
"852",8,2003,1273,1456,2,7,2,400,1,2003,40,1456,215000
"853",7,1941,918,1646,2,7,1,240,2,1941,0,918,164000
"854",6,1964,1127,1445,1,7,2,645,1,1964,115,1445,158000
"855",5,1955,1763,1779,1,6,2,454,1,1955,0,1779,170000
"856",5,1962,1040,1040,1,6,1,260,0,1962,0,1040,127000
"857",6,1978,940,1026,1,5,2,576,0,1981,0,1026,147000
"858",6,1994,702,1481,2,6,2,343,1,1994,0,702,174000
"859",7,1976,1090,1370,2,6,2,479,1,1976,189,1370,152000
"860",6,1968,1054,2654,2,9,2,619,1,1968,220,1512,250000
"861",7,1918,912,1426,1,7,1,216,1,1925,0,912,189950
"862",5,1965,1039,1039,1,6,2,504,0,1965,0,1039,131500
"863",6,1984,1040,1097,2,6,2,480,0,1986,0,1097,152000
"864",5,1959,1148,1148,1,6,1,672,0,1959,0,1148,132500
"865",7,2007,1372,1372,2,6,2,529,0,2008,0,1372,250580
"866",5,1970,1002,1002,1,5,2,902,0,1973,76,1002,148500
"867",8,2006,1638,1646,2,6,3,870,1,2007,274,1646,248900
"868",4,1961,1040,1120,1,5,2,544,0,1961,0,1120,129000
"869",5,1948,0,2320,2,7,2,672,1,1979,0,1547,169000
"870",7,1993,1050,1949,2,8,2,574,1,1993,246,1062,236000
"871",5,1962,894,894,1,5,1,308,0,1962,0,894,109500
"872",6,1998,804,1682,2,7,2,523,0,1998,116,804,200500
"873",5,1953,105,910,1,5,2,414,0,1953,0,910,116000
"874",5,1949,832,1268,1,6,1,288,1,1949,0,1036,133000
"875",5,1941,676,1131,1,5,1,200,0,1941,0,676,66500
"876",8,2007,1184,2610,2,11,2,550,1,2007,0,1184,303477
"877",4,1963,1064,1040,1,5,2,648,0,1963,0,1040,132250
"878",9,2004,1462,2224,2,10,3,738,1,2004,216,1462,350000
"879",5,1961,1109,1155,1,6,2,576,0,1987,0,1155,148000
"880",5,1978,864,864,1,6,1,336,0,1978,90,864,136500
"881",5,2005,1090,1090,1,5,2,450,0,2005,0,1090,157000
"882",7,1990,1156,1717,2,7,2,400,1,1990,117,1187,187500
"883",6,1992,808,1593,2,7,2,389,1,1993,0,808,178000
"884",4,1912,795,2230,1,10,1,440,0,1997,0,954,118500
"885",5,1967,892,892,1,5,1,288,0,1967,60,892,100000
"886",9,1999,1698,1709,2,5,2,506,1,1999,60,1709,328900
"887",5,1959,1626,1712,2,8,2,588,0,2005,122,1712,145000
"888",5,1955,816,1393,1,8,1,300,0,1955,0,872,135500
"889",8,1970,2217,2217,2,8,2,621,1,1970,0,2217,268000
"890",6,1953,1505,1505,1,6,2,505,1,1953,90,1505,149500
"891",5,1949,672,924,1,6,2,576,1,2003,0,672,122900
"892",6,1978,918,1683,2,7,2,440,1,1978,92,918,172500
"893",6,1963,1059,1068,1,6,1,264,0,1963,0,1068,154500
"894",5,1954,1383,1383,1,6,1,354,1,1954,0,1383,165000
"895",5,1979,0,1535,2,8,2,400,0,1979,0,1535,118858
"896",6,1963,780,1796,1,8,2,483,1,1963,415,983,140000
"897",4,1936,951,951,1,6,1,327,0,1936,0,951,106500
"898",5,1979,0,2240,2,12,2,528,0,1979,0,1120,142953
"899",9,2009,2330,2364,2,11,3,820,2,2009,760,2364,611657
"900",5,1961,912,1236,1,6,1,288,1,1961,0,1236,135000
"901",4,1971,858,858,1,4,1,684,0,1979,0,858,110000
"902",5,1957,992,1306,1,5,1,756,0,1968,0,1306,153000
"903",7,2003,783,1509,2,8,2,393,1,2003,0,807,180000
"904",7,2006,1670,1670,2,7,3,690,1,2006,27,1670,240000
"905",5,1967,876,902,1,6,1,288,0,1967,75,902,125500
"906",5,1954,1056,1063,1,6,1,280,0,1954,110,1063,128000
"907",8,2006,1623,1636,2,8,3,865,1,2006,208,1636,255000
"908",7,1936,1017,2057,1,6,1,180,1,1936,0,1020,250000
"909",5,1983,864,902,1,5,2,484,0,1983,0,902,131000
"910",6,2005,742,1484,2,8,2,390,1,2005,0,742,174000
"911",5,1960,1105,2274,2,12,2,480,0,1960,361,1105,154300
"912",5,1977,1268,1268,1,5,1,252,0,1978,0,1268,143500
"913",5,1925,768,1015,1,6,1,450,0,1925,0,1015,88000
"914",5,1949,1001,2002,2,8,3,871,0,1949,0,1001,145000
"915",6,2009,612,1224,2,4,2,528,0,2009,76,612,173733
"916",4,1970,546,1092,1,6,1,286,0,1970,80,546,75000
"917",2,1949,480,480,0,4,1,308,0,1958,0,480,35311
"918",4,1956,1134,1229,1,6,1,284,0,1956,0,1229,135000
"919",7,1991,1104,2127,2,8,3,833,1,1991,0,912,238000
"920",6,1958,1184,1414,1,6,2,601,1,1990,0,1414,176500
"921",6,1994,928,1721,2,7,2,471,0,1994,105,936,201000
"922",5,1900,1272,2200,2,9,0,0,0,1978.50616388687,0,1272,145900
"923",6,2005,1316,1316,2,6,2,397,1,2005,0,1316,169990
"924",6,1993,1604,1617,2,5,2,533,1,1993,0,1617,193000
"925",6,1980,1686,1686,2,7,2,612,1,1980,157,1686,207500
"926",5,1977,1126,1126,2,6,2,540,0,1977,0,1126,175000
"927",8,2003,1181,2374,2,10,3,656,1,2003,340,1234,285000
"928",7,1968,832,1978,2,9,2,486,1,1968,342,1098,176000
"929",8,2001,1753,1788,2,7,2,522,1,2001,0,1788,236500
"930",7,1997,964,2236,2,8,2,642,1,1997,285,993,222000
"931",8,2007,1466,1466,2,7,3,610,0,2007,0,1466,201000
"932",5,1965,925,925,1,5,1,429,0,1965,0,925,117500
"933",9,2006,1905,1905,2,8,3,788,1,2006,302,1905,320000
"934",7,2004,1500,1500,2,6,2,570,0,2004,210,1500,190000
"935",7,1960,585,2069,2,9,2,505,1,1960,0,2069,242000
"936",4,1926,600,747,1,5,2,528,0,1953,108,747,79900
"937",7,2003,1176,1200,2,5,2,555,0,2003,103.685261707989,1200,184900
"938",7,2005,1113,1971,2,8,2,689,1,2005,0,1113,253000
"939",7,2006,1391,1962,2,7,3,868,0,2006,0,1391,239799
"940",7,1940,1032,2403,2,10,1,349,2,1940,0,1207,244400
"941",6,1976,1728,1728,2,8,2,574,0,1976,0,1728,150900
"942",7,1999,992,2060,2,8,2,390,1,1999,298,1022,214000
"943",4,1977,1440,1440,2,8,0,0,0,1978.50616388687,0,1440,150000
"944",5,1967,1632,1632,2,8,2,576,0,1967,0,1632,143000
"945",5,1890,1088,1869,1,7,2,456,0,1963,0,1188,124900
"946",5,1959,1144,1144,1,6,1,796,1,1959,128,1144,143000
"947",8,2002,1616,1629,2,9,3,808,1,2002,236,1629,270000
"948",7,2002,936,1776,2,7,2,474,1,2002,144,936,192500
"949",6,1972,1161,1381,1,5,2,676,1,1972,0,1381,197500
"950",5,1950,864,864,1,5,2,720,0,1980,0,864,129000
"951",5,1965,828,965,1,6,1,300,0,1979,0,965,119900
"952",5,1972,768,768,1,5,1,396,0,1974,0,768,133900
"953",5,1969,784,1968,2,7,2,530,1,1969,232,1168,172000
"954",6,1975,945,980,2,4,0,0,0,1978.50616388687,250,980,127500
"955",6,1946,979,1958,2,8,2,492,0,1946,423,979,145000
"956",6,1980,561,1229,1,5,2,462,1,1980,0,561,124000
"957",5,1962,1057,1057,1,6,2,576,0,1977,0,1057,132000
"958",7,2003,1337,1337,2,6,2,531,0,2003,0,1337,185000
"959",7,1999,696,1416,2,6,2,484,0,1999,0,696,155000
"960",5,1958,858,858,1,4,0,0,0,1978.50616388687,0,858,116500
"961",6,1977,1330,2872,2,11,2,619,1,1977,424,1542,272000
"962",6,1976,804,1548,2,7,2,440,1,1976,0,804,155000
"963",9,2007,1800,1800,2,7,2,702,0,2007,0,1800,239000
"964",7,2002,817,1894,2,8,2,510,1,2002,44,824,214900
"965",6,2005,783,1484,2,8,2,393,1,2005,0,783,178900
"966",5,1940,728,1308,1,7,1,256,2,1940,0,976,160000
"967",5,1955,1098,1098,1,6,1,260,0,1955,151,1098,135000
"968",3,1910,600,968,1,6,0,0,0,1978.50616388687,0,600,37900
"969",6,1958,588,1095,1,6,1,264,0,1958,105,1095,140000
"970",4,1949,720,1192,1,6,0,0,0,1978.50616388687,0,720,135000
"971",7,2003,764,1626,2,6,2,474,0,2003,106,764,173000
"972",6,1979,918,918,2,5,1,264,1,1979,0,918,99500
"973",7,2007,1428,1428,2,6,2,480,0,2007,103.685261707989,1428,182000
"974",7,1910,728,2019,1,8,2,532,0,1997,0,1136,167500
"975",7,2000,673,1382,2,6,2,490,0,2000,0,673,165000
"976",4,1923,440,869,1,4,0,0,0,1978.50616388687,0,869,85500
"977",7,2006,1241,1241,1,4,2,569,0,2007,103.685261707989,1241,199900
"978",4,1954,894,894,1,5,2,400,0,1999,0,894,110000
"979",5,1963,1121,1121,1,5,2,480,0,1963,0,1121,139000
"980",7,1961,944,999,1,6,2,588,0,1961,210,999,178400
"981",8,1998,1225,2612,2,8,3,676,1,1998,975,1276,336000
"982",7,2007,1266,1266,2,6,2,388,1,2007,16,1266,159895
"983",8,2002,1128,2290,2,9,2,779,1,2002,0,1149,255900
"984",5,1977,0,1734,2,8,2,539,0,1977,0,1302,126000
"985",5,1950,1164,1164,1,5,1,240,0,1950,0,1164,125000
"986",6,1910,485,1635,1,5,1,255,0,1950,0,1001,117000
"987",9,2009,1930,1940,2,8,3,606,1,2010,450,1940,395192
"988",6,1976,848,2030,2,8,2,551,1,1976,298,1118,195000
"989",7,2006,770,1576,2,6,2,614,0,2006,0,778,197000
"990",8,1997,1396,2392,2,7,3,870,1,1997,423,1407,348000
"991",8,1882,916,1742,1,8,2,424,1,1925,0,916,168000
"992",6,1964,822,1851,2,7,2,440,1,1964,340,1020,187000
"993",6,2005,750,1500,2,6,2,564,0,2005,0,750,173900
"994",10,2006,1700,1718,2,7,3,786,1,2008,230,1718,337500
"995",4,1946,747,1230,1,5,1,305,0,1946,0,774,121600
"996",5,1961,1050,1050,1,6,1,368,0,1961,0,1050,136500
"997",6,1970,1442,1442,2,6,2,615,1,1970,571,1442,185000
"998",3,1922,1007,1077,1,6,1,210,1,1922,0,1077,91000
"999",7,2006,1187,1208,2,6,2,632,0,2006,24,1208,206000
"1000",3,1952,0,944,1,4,2,528,0,1956,0,944,82000
"1001",5,1920,691,691,1,4,1,216,0,1920,0,691,86000
"1002",8,2006,1574,1574,2,7,3,824,1,2006,53,1574,232000
"1003",5,1976,1680,1680,2,8,2,528,0,1976,164,1680,136905
"1004",7,2005,1346,1504,2,7,2,457,1,2005,16,1504,181000
"1005",5,1977,985,985,2,6,1,328,0,1977,220,985,149900
"1006",6,1970,1657,1657,2,7,2,484,1,1970,0,1657,163500
"1007",4,1970,546,1092,1,6,1,286,0,1970,0,546,88000
"1008",7,2004,1710,1710,2,7,2,550,1,2004,108,1710,240000
"1009",5,1926,1008,1522,2,7,0,0,0,1978.50616388687,0,1008,102000
"1010",5,1948,720,1271,2,7,1,312,1,1948,0,720,135000
"1011",5,1965,0,1664,2,8,0,0,0,1978.50616388687,0,1664,100000
"1012",6,1923,602,1502,1,7,1,180,2,1923,0,900,165000
"1013",5,1910,1022,1022,1,4,1,280,0,1956,0,1022,85000
"1014",6,1948,1082,1082,1,5,1,240,1,1948,206,1082,119200
"1015",8,2001,810,1665,2,6,2,528,0,2001,0,810,227000
"1016",7,1996,1504,1504,2,6,2,478,1,1996,196,1504,203000
"1017",8,1984,1220,1360,1,4,2,565,1,1984,0,1360,187500
"1018",7,1991,384,1472,2,7,2,402,1,1991,76,802,160000
"1019",7,2005,1362,1506,2,6,2,440,1,2005,145,1506,213490
"1020",4,2005,1132,1132,1,5,2,451,0,2005,0,1132,176000
"1021",7,2006,1199,1220,2,6,2,632,0,2006,84,1220,194000
"1022",5,1930,912,1248,1,6,1,160,0,1957,0,912,87000
"1023",7,2005,1346,1504,2,7,2,437,1,2005,14,1504,191000
"1024",8,1976,1565,2898,2,10,2,665,1,1976,0,2898,287000
"1025",5,1972,882,882,1,5,2,461,0,1980,0,882,112500
"1026",5,1960,1268,1264,1,6,2,461,2,1960,324,1264,167500
"1027",8,2007,1638,1646,2,7,3,800,1,2008,338,1646,293077
"1028",5,1941,768,1376,1,6,1,240,1,1941,0,968,105000
"1029",6,1972,672,1218,1,7,1,264,0,1972,281,672,118000
"1030",5,1916,686,1928,2,10,0,0,0,1978.50616388687,0,948,160000
"1031",7,1920,824,3082,2,12,2,672,2,1970,0,1687,197000
"1032",8,1993,1338,2520,2,10,3,796,1,1993,0,1352,310000
"1033",7,2002,1654,1654,2,6,3,900,0,2002,295,1654,230000
"1034",5,1938,920,954,1,5,1,240,1,1938,0,954,119750
"1035",4,1957,0,845,1,5,1,290,0,1957,0,845,84000
"1036",9,2007,1620,1620,2,6,3,912,1,2008,70,1620,315500
"1037",8,2001,1055,2263,2,7,2,905,1,2001,396,1055,287000
"1038",4,1970,546,1344,1,6,0,0,1,1978.50616388687,0,798,97000
"1039",4,1970,630,630,1,3,1,286,0,1970,0,630,80000
"1040",5,1957,1134,1803,2,8,2,484,1,1957,67,1803,155000
"1041",6,1966,800,1632,1,7,2,484,0,1966,252,800,173000
"1042",6,2005,1306,1306,2,5,2,624,1,2005,135,1306,196000
"1043",7,1990,1475,2329,2,10,2,514,1,1990,99,1532,262280
"1044",8,1981,2524,2524,2,9,2,542,1,1981,0,2524,278000
"1045",3,1955,0,1733,2,8,2,452,1,1955,0,1733,139600
"1046",9,2005,1992,2868,3,11,3,716,1,2005,208,1992,556581
"1047",5,1994,990,990,1,5,2,672,0,1996,0,990,145000
"1048",5,1960,0,1771,1,9,2,336,1,1960,75,1771,115000
"1049",4,1946,0,930,1,6,1,308,0,1946,0,930,84900
"1050",7,2007,1302,1302,2,6,2,436,0,2007,0,1302,176485
"1051",7,2007,1316,1316,2,6,2,440,1,2007,0,1316,200141
"1052",6,1964,816,1977,1,9,2,540,1,1964,272,1127,165000
"1053",5,1957,1216,1526,1,7,1,364,1,1957,145,1526,144500
"1054",8,2002,1065,1989,2,7,2,586,1,2002,210,1091,255000
"1055",6,1976,1193,1523,2,7,2,478,1,1976,160,1523,180000
"1056",7,2005,1364,1364,2,6,2,484,1,2005,240,1364,185850
"1057",7,1994,973,1850,2,7,2,467,1,1994,0,979,248000
"1058",9,2008,1104,2184,2,10,3,836,1,2008,154,1130,335000
"1059",6,1932,854,1991,1,7,2,432,1,1977,480,1096,220000
"1060",8,2001,1338,1338,2,6,2,582,0,2001,0,1338,213500
"1061",3,1935,894,894,1,6,3,1248,0,1994,0,894,81000
"1062",5,1900,662,2337,2,10,2,560,0,1945,0,1422,90000
"1063",6,1925,1103,1103,1,5,2,440,1,1976,0,1103,110500
"1064",5,1966,1154,1154,1,6,2,480,1,1966,200,1154,154000
"1065",7,1996,1306,2260,2,7,2,533,0,1996,0,1306,328000
"1066",6,1993,799,1571,2,7,2,380,1,1993,0,799,178000
"1067",6,1964,780,1611,1,7,2,442,0,1964,360,798,167900
"1068",6,1973,942,2521,2,10,2,576,1,1973,0,1291,151400
"1069",5,1949,845,893,1,4,2,576,0,1985,0,893,135000
"1070",5,1956,1048,1048,1,6,1,286,0,1956,120,1048,135000
"1071",6,1968,727,1556,1,8,2,441,0,1968,0,829,154000
"1072",5,1948,810,1456,1,7,1,280,1,1954,0,1002,91500
"1073",6,1977,690,1426,1,6,2,440,0,1977,140,698,159500
"1074",7,2006,1240,1240,2,5,3,826,0,2006,0,1240,194000
"1075",7,1940,800,1740,1,6,1,240,2,1940,0,960,219500
"1076",5,1936,796,1466,2,7,2,566,1,1950,0,1096,170000
"1077",5,1969,1096,1096,1,6,1,299,0,1969,0,1096,138800
"1078",6,2004,848,848,1,3,2,420,1,2004,169,848,155900
"1079",5,1994,990,990,1,5,1,299,0,1996,0,990,126000
"1080",6,1971,1258,1258,2,5,2,528,0,1971,144,1258,145000
"1081",5,1963,1040,1040,1,5,1,308,0,1963,0,1040,133000
"1082",7,2002,1459,1459,2,6,2,527,1,2002,100,1459,192000
"1083",6,1964,1251,1251,1,6,1,461,2,1964,425,1251,160000
"1084",6,1995,691,1498,2,6,2,409,1,1995,0,691,187500
"1085",6,1992,936,996,1,5,2,564,0,1992,0,996,147000
"1086",4,1973,546,1092,1,6,1,286,0,1973,0,546,83500
"1087",8,2005,1082,1953,2,9,3,1043,1,2005,0,1082,252000
"1088",7,2004,970,1709,2,7,2,380,0,2004,50,970,137500
"1089",8,2005,1247,1247,1,4,2,550,1,2005,0,1247,197000
"1090",3,1950,0,1040,2,6,2,400,0,1987,0,1040,92900
"1091",7,1999,600,1252,2,4,2,462,0,1999,212,624,160000
"1092",6,1925,1181,1694,2,7,2,576,1,1925,0,1390,136500
"1093",5,1965,864,1200,1,6,2,884,0,1977,166,1200,146000
"1094",5,1956,936,936,1,4,1,308,0,1956,0,936,129000
"1095",6,2006,1314,1314,2,6,2,440,1,2006,0,1314,176432
"1096",6,1914,684,1355,1,7,0,0,0,1978.50616388687,0,773,127000
"1097",8,1986,1074,1088,1,5,2,461,0,1987,0,1088,170000
"1098",4,1936,672,1324,1,6,1,240,0,1936,0,757,128000
"1099",7,1978,1271,1601,2,7,2,478,1,1978,206,1601,157000
"1100",2,1920,290,438,1,3,1,246,0,1930,0,438,60000
"1101",5,1971,950,950,1,5,1,280,0,1981,0,950,119500
"1102",5,1960,1010,1134,1,6,1,254,0,1960,45,1134,135000
"1103",6,1959,655,1194,1,6,2,539,1,1954,0,1194,159500
"1104",5,1970,630,1302,2,6,2,440,0,1970,304,630,106000
"1105",8,1994,1463,2622,2,9,2,712,2,1994,362,1500,325000
"1106",7,1990,910,1442,2,6,2,719,1,1990,0,1442,179900
"1107",7,2006,868,2021,2,9,2,422,1,2006,0,887,274725
"1108",6,2000,924,1690,2,7,2,463,1,2000,0,948,181000
"1109",8,2004,1836,1836,2,7,3,862,1,2004,42,1836,280000
"1110",6,1995,773,1658,2,8,2,431,1,1995,0,773,188000
"1111",7,1976,803,1964,2,8,2,483,1,1976,660,1098,205000
"1112",5,1957,816,816,1,5,1,308,0,1957,0,816,129900
"1113",5,1953,1008,1008,1,6,1,240,0,1953,0,1008,134500
"1114",5,1954,833,833,1,4,1,326,0,1955,0,833,117000
"1115",8,2007,1734,1734,2,7,3,928,1,2007,328,1734,318000
"1116",8,2002,408,1419,2,7,2,527,1,2002,0,779,184100
"1117",5,1967,894,894,1,5,2,450,0,1967,0,894,130000
"1118",5,1958,533,1601,1,6,1,300,0,1958,0,1021,140000
"1119",5,1959,1040,1040,1,6,1,286,0,1959,0,1040,133700
"1120",6,1920,1012,1012,1,6,1,308,1,1920,0,1012,118400
"1121",7,2005,1552,1552,2,7,3,782,0,2005,196,1552,212900
"1122",4,1956,672,960,1,5,1,288,0,1956,0,960,112000
"1123",5,1947,698,698,1,4,0,0,0,1978.50616388687,0,698,118000
"1124",7,1992,384,1482,2,7,2,392,1,1992,170,812,163900
"1125",4,1955,1005,1005,1,5,2,672,1,1977,0,1005,115000
"1126",7,2007,1373,1555,2,7,3,660,1,2007,130,1555,174000
"1127",7,2004,1530,1530,2,7,3,630,1,2004,0,1530,259000
"1128",7,2004,847,1959,2,8,2,434,1,2004,0,847,215000
"1129",5,1980,936,936,1,4,2,672,0,1980,180,936,140000
"1130",4,1928,1122,1981,2,7,2,576,2,1981,0,1328,135000
"1131",5,1991,974,974,1,5,0,0,0,1978.50616388687,0,974,93500
"1132",6,1880,1008,2210,2,8,1,205,0,1930,0,1178,117500
"1133",8,1995,1128,2020,2,8,2,466,1,1995,0,1142,239500
"1134",6,1997,916,1600,2,7,2,460,1,1997,0,916,169000
"1135",6,1926,960,986,1,5,1,180,1,1926,0,986,102000
"1136",6,1950,1032,1252,1,6,1,288,0,1950,0,1032,119000
"1137",5,1875,780,1020,1,6,0,0,0,1978.50616388687,0,780,94000
"1138",6,1977,1567,1567,2,5,2,714,2,1977,0,1567,196000
"1139",5,1920,915,1167,1,6,2,495,1,1972,0,1167,144000
"1140",5,1951,952,952,1,4,2,840,0,1988,0,952,139000
"1141",5,1976,780,1868,2,9,2,484,1,1976,44,1088,197500
"1142",8,2006,1466,2828,3,11,3,1052,1,2006,340,1466,424870
"1143",5,1959,1006,1006,1,5,0,0,0,1978.50616388687,0,1006,80000
"1144",4,1941,672,924,1,5,1,280,0,1941,0,672,80000
"1145",5,1928,1042,1576,1,8,1,225,1,1928,0,1042,149000
"1146",6,1985,1298,1298,2,5,2,403,1,1985,85,1298,180000
"1147",7,1941,704,1564,1,7,1,234,1,1941,0,860,174500
"1148",7,1926,572,1111,1,5,1,288,1,1982,0,572,116900
"1149",7,1920,650,1482,1,7,2,324,0,1930,0,832,143000
"1150",6,1950,932,932,1,4,1,306,1,1950,0,932,124000
"1151",5,1959,1466,1466,1,6,2,528,2,1959,132,1466,149900
"1152",6,1956,1073,1811,1,6,2,470,1,1956,0,1811,230000
"1153",6,1930,816,816,1,5,1,432,0,2002,0,816,120500
"1154",7,1965,864,1820,1,8,2,492,2,1965,288,902,201800
"1155",5,1976,1437,1437,2,6,2,528,1,1976,0,1437,218000
"1156",5,1965,1219,1265,2,6,2,502,1,1965,0,1265,179900
"1157",7,2007,1314,1314,2,6,2,626,1,2008,166,1314,230000
"1158",8,2007,1580,1580,2,7,3,830,0,2008,186,1580,235128
"1159",6,1974,901,1876,2,8,2,540,1,1974,270,943,185000
"1160",6,1978,855,1456,2,7,2,440,1,1978,0,855,146000
"1161",6,1954,1296,1640,1,7,2,924,1,1993,72,1640,224000
"1162",5,1968,894,894,1,5,2,450,1,1968,0,894,129000
"1163",4,1969,1198,1258,0,6,2,400,0,1969,0,1258,108959
"1164",5,1978,1360,1432,1,5,2,588,1,1978,0,1432,194000
"1165",7,2009,1502,1502,2,7,2,644,0,2009,268,1502,233170
"1166",8,2008,1694,1694,2,7,3,776,0,2008,72,1694,245350
"1167",6,2000,959,1671,2,7,2,472,1,2000,0,959,173000
"1168",6,1935,1127,2108,2,7,2,540,2,1935,0,1236,235000
"1169",10,1995,1930,3627,3,10,3,807,1,1995,1378,1831,625000
"1170",6,1977,1096,1118,1,6,1,358,1,1977,0,1118,171000
"1171",6,1958,1261,1261,1,6,2,433,1,1958,0,1261,163000
"1172",7,2006,625,1250,2,5,2,625,0,2006,0,625,171900
"1173",5,1946,1598,3086,3,12,0,0,1,1978.50616388687,0,1636,200500
"1174",6,1932,952,2345,2,9,2,360,1,1932,0,1170,239000
"1175",8,1992,1683,2872,2,9,2,541,1,1992,337,2129,285000
"1176",5,1984,876,923,1,5,1,264,0,1984,0,923,119500
"1177",6,1926,818,1224,1,5,1,210,0,1926,0,818,115000
"1178",5,1921,731,1343,1,7,1,186,1,1921,0,820,154900
"1179",5,1954,0,1124,1,5,0,0,1,1978.50616388687,0,1124,93000
"1180",7,1990,1216,2514,2,8,2,693,0,1990,0,1298,250000
"1181",8,2008,1600,1652,2,5,2,482,1,2008,186,1652,392500
"1182",10,1996,2396,4476,3,10,3,813,2,1996,0,2411,745000
"1183",5,1920,1120,1130,1,5,2,720,1,1970,0,1130,120000
"1184",5,1963,1572,1572,1,5,3,995,2,1963,226,1572,186700
"1185",5,1924,784,1221,1,7,1,392,0,1965,0,949,104900
"1186",3,1900,978,1699,2,7,2,420,0,1920,0,1014,95000
"1187",8,1994,1624,1624,2,5,3,757,1,1994,0,1624,262000
"1188",7,2002,831,1660,2,7,2,493,0,2002,95,831,195000
"1189",7,1999,994,1804,2,7,2,442,1,1999,0,1028,189000
"1190",4,1961,1249,1622,1,7,4,1356,1,1975,149,1622,168000
"1191",8,1999,776,1441,2,5,2,492,0,1999,456,764,174000
"1192",5,1925,702,1472,1,6,1,250,0,1925,0,842,125000
"1193",6,1999,1224,1224,2,5,2,402,0,1999,425,1224,165000
"1194",6,1969,663,1352,1,7,1,299,0,1969,143,663,158000
"1195",6,2005,728,1456,2,8,2,400,0,2005,0,728,176000
"1196",7,2006,879,1863,2,9,3,660,1,2006,0,879,219210
"1197",7,1916,815,1690,1,7,1,225,1,1916,0,815,144000
"1198",7,2001,1212,1212,2,6,2,573,0,2001,0,1212,178000
"1199",4,1963,1051,1382,1,6,2,459,1,1974,51,1382,148000
"1200",4,1970,864,864,1,5,1,280,0,1972,0,864,116050
"1201",7,1998,866,1779,2,6,2,546,0,1998,0,866,197900
"1202",5,1925,884,1348,1,5,1,216,1,1960,0,884,117000
"1203",7,2000,1630,1630,2,6,2,451,1,2000,171,1630,213000
"1204",5,1975,1056,1074,1,6,2,495,0,1975,0,1074,153500
"1205",7,1990,2158,2196,2,7,3,701,1,1990,234,2196,271900
"1206",4,1966,1056,1056,1,5,1,384,0,1966,0,1056,107000
"1207",6,2003,1682,1700,2,7,2,544,0,2003,120,1700,200000
